项目名称,负责人,依托单位,成果标题,成果类型,成果作者
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,5.Sapphire-Derived Fiber Bragg Gratings for High Temperature Sensing,类型：期刊论文,作者：Guo Qi;Jia Zhixu;Pan Xuepeng;Liu Shanren;Tian Zhennan;Zheng Zhongming;Chen Chao;Qin Guanshi;Yu Yongsen
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,6.油气井下光纤光栅温度压力传感器,类型：期刊论文,作者：薛兆康;国旗;刘善仁;潘学鹏;陈超;于永森
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,7.Intensity-modulated directional torsion sensor based on a helical fiber taper,类型：期刊论文,作者：Guo Qi;Zhu Yong-qin;Shan Tian-qi;Pan Xue-peng;Liu Shan-ren;Xue Zhao-kang;Zheng Zhong-ming;Chen Chao;Yu Yong-Sen
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,8.一种利用飞秒激光直写技术制备啁啾光纤光栅的方法,类型：专利,作者：孙洪波;潘学鹏;于永森;国旗
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,9.Research Progress on S Fiber Taper,类型：期刊论文,作者：于永森;朱永钦;赵阳;潘学鹏
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,10.Femtosecond laser inscribed helical sapphire fiber Bragg gratings,类型：期刊论文,作者：Guo Qi;Liu Shanren;Pan Xuepeng;Wang Bo;Tian Zhennan;Chen Chao;Chen Qidai;Yu Yongsen;Sun Hongbo
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,11.Femtosecond laser inscribed chirped fiber Bragg gratings,类型：期刊论文,作者：Pan Xue-Peng;Guo Qi;Wu Yuan-Da;Liu Shan-Ren;Wang Bo;Yu Yong-Sen;Sun Hong-Bo
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,12.Wet oxidation behavior of C/SiC-SiHf(B)CN composites at high temperature,类型：期刊论文,作者：Luan Xingang;Zhang Jiahao;Wang Lei;Wen Qingbo;Yu Zhaoju;Cheng Laifei;Riedel Ralf
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,13.一种S形光纤锥免疫传感器、制备方法及其应用,类型：专利,作者：于永森;郭万美;国旗;王博;金光勇
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,14.BN/SiBCN light-leakage-proof coatings of silica optical fiber for long term sensors at high temperatures,类型：期刊论文,作者：Xingang LUAN
地下滴灌多孔出流特性及均匀度数值模型研究,王剑,江苏大学,1.Effects of Pressure and Nozzle Size on the Spray Characteristics of Low-Pressure Rotating Sprinklers,类型：期刊论文,作者：Rui Chen;Hong Li;Jian Wang;Xin Guo
地下滴灌多孔出流特性及均匀度数值模型研究,王剑,江苏大学,2.确定地下滴灌管上式滴头流量及土壤水正压的测定装置,类型：专利,作者：王剑;杨婷;魏涛;陈瑞;张发坤
地下滴灌多孔出流特性及均匀度数值模型研究,王剑,江苏大学,3.A computationally-efficient finite element method for the hydraulic analysis and design of subsurface drip irrigation subunits,类型：期刊论文,作者：Jian Wang;Rui Chen;Ting Yang;Tao Wei;Xinkun Wang
地下滴灌多孔出流特性及均匀度数值模型研究,王剑,江苏大学,4.Analysis of Droplet Characteristics and Kinetic Energy Distribution for the Fixed Spray Plate Sprinkler under Low Working Pressure,类型：期刊论文,作者：Rui Chen;Hong Li;Jian Wang;Xin Guo
地下滴灌多孔出流特性及均匀度数值模型研究,王剑,江苏大学,5.Effects of Plate Structure and Nozzle Diameter on Hydraulic Performance of Fixed Spray Plate Sprinklers at Low Working Pressures,类型：期刊论文,作者：Rui Chen;Hong Li;Jian Wang;Chao Chen
地下滴灌多孔出流特性及均匀度数值模型研究,王剑,江苏大学,6.Experimental determination of local head loss of non-coaxial emitters in thin-wall lay-flat polyethylene pipes,类型：期刊论文,作者：Jian Wang;Ting Yang;Tao Wei;Rui Chen;Shouqi Yuan
地下滴灌多孔出流特性及均匀度数值模型研究,王剑,江苏大学,7.内镶贴片式滴灌带局部水头损失试验研究,类型：期刊论文,作者：王剑;魏涛;杨婷;袁寿其
地下滴灌多孔出流特性及均匀度数值模型研究,王剑,江苏大学,8.An improved finite element model for the hydraulic analysis of drip irrigation subunits considering local emitter head loss,类型：期刊论文,作者：Jian Wang;Rui Chen
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,1.Semantic Location Privacy Protection Based on Privacy Preference for Road Network,类型：会议论文,作者：Wang Yonglu;Zuo Kaizhong;Liu Rui;Guo Liangmin
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,2.Geo-Tagged Photo Metadata Processing Method for Beijing Inbound Tourism Flow,类型：期刊论文,作者：Chen Wen;Xu Zhiyun;Zheng Xiaoyao;Luo Yonglong
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,3.基于三维网格划分的隐私保护轨迹数据发布方法,类型：专利,作者：陈传明;俞庆英;胡桂银;陈付龙;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,4.网络中重叠社团的挖掘方法,类型：专利,作者：孙丽萍;罗永龙;刘君;鲍舒婷;郑孝遥;陈付龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,5.基于非敏感信息分析的轨迹数据隐私保护发布,类型：期刊论文,作者：邓劲松;罗永龙;俞庆英;陈付龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,6.一种基于红外传感器的吊扇,类型：专利,作者：王涛春;胡桂银;接标;左开中;陈付龙;刘盈;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,7.基于信任激励和位置隐私保护的k近邻查询方法,类型：专利,作者：郭良敏;朱莹;罗永龙;郑孝遥;孙丽萍
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,8.特征化密度峰聚类的出租车热点区域提取方法,类型：专利,作者：汪小寒;罗永龙;张泽培;何增宇;胡王悟
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,9.一种隐私保护的共享近邻密度峰聚类方法,类型：专利,作者：鲍舒婷;孙丽萍;慈尚;郑孝遥;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,10.Differential Privacy-Preserving Density Peaks Clustering Based on Shared Near Neighbors Similarity,类型：期刊论文,作者：Sun Liping;Bao Shuting;Ci Shang;Zheng Xiaoyao;Guo Liangmin;Luo Yonglong
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,11.A Privacy-Preserving Trajectory Publication Method Based on Secure Start-Points and End-Points,类型：期刊论文,作者：Yannian Zhao;Yonglong Luo;Qingying Yu;Zhaoyan Hu
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,12.An Aggregate Signature Scheme Based on a Trapdoor Hash Function for the Internet of Things,类型：期刊论文,作者：Shu Hong;Chen Fulong;Xie Dong;Sun Liping;Qi Ping;Huang Yongqing
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,13.基于超图结构的社交网络推荐模型构建方法,类型：专利,作者：郑孝遥;孙丽萍;陈付龙;陈文;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,14.A hybrid chaos firefly algorithm for three-dimensional irregular packing problem,类型：期刊论文,作者：Zhao Chuanxin;Jiang Lin;Teo Kok Lay
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,15.一种结合方向扩散的指纹方向场提取方法,类型：专利,作者：卞维新;徐德琴;接标;丁新涛;陈付龙;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,16.一种隐私保护空间离群点检测方法,类型：专利,作者：俞庆英;罗永龙;陈传明;陈付龙;卞维新;孙丽萍;郑孝遥
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,17.Trajectory similarity clustering based on multi-feature distance measurement,类型：期刊论文,作者：Yu Qingying;Luo Yonglong;Chen Chuanming;Chen Shigang
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,18.基于SVD填充的混合推荐算法,类型：期刊论文,作者：刘晴晴;罗永龙;汪逸飞;郑孝遥;陈文
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,19.A recommender system with advanced time series medical data analysis for diabetes patients in a telehealth environment,类型：会议论文,作者：Lafta Raid;Zhang Ji;Tao Xiaohui;Lin Jerry Chun-Wei;Chen Fulong;Luo Yonglong;Zheng Xiaoyao
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,20.Top-Down grid位置敏感哈希k匿名隐私保护,类型：期刊论文,作者：汪小寒;刘世杨;韩慧慧;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,21.Geohash压缩的地图匹配方法,类型：专利,作者：汪小寒;范婷婷;罗永龙;何增宇;胡王悟;曹妍;鲁婷婷
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,22.基于情感与信任的协同过滤推荐方法,类型：专利,作者：郭良敏;梁家坤;董燕;孙丽萍;朱莹;罗永龙;郑孝遥
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,23.Orthogonal design for scale invariant feature transform optimization,类型：期刊论文,作者：Ding Xintao;Luo Yonglong;Yi Yunyun;Jie Biao;Wang Taochun;Bian Weixin
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,24.一种面向脑网络的结构化特征选择方法,类型：专利,作者：接标;王咪;卞维新;丁新涛;左开中;方群;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,25.基于群智感知的多目标多约束路线推荐方法,类型：专利,作者：郑孝遥;朱德义;韩宝婷;孙丽萍;郭良敏;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,26.Coupling a Fast Fourier Transformation With a Machine Learning Ensemble Model to Support Recommendations for Heart Disease Patients in a Telehealth Environment,类型：期刊论文,作者：Zhang Ji;Lafta Raid Luaibi;Tao Xiaohui;Li Yan;Chen Fulong;Luo Yonglong;Zhu Xiaodong
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,27.A k‐nearest neighbor query method based on trust and location privacy protection,类型：期刊论文,作者：Guo Liangmin;Zhu Ying;Yang Hao;Luo Yonglong;Sun Liping;Zheng Xiaoyao
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,28.群智感知中基于k-匿名的位置及数据隐私保护方法研究已勘误,类型：期刊论文,作者：王涛春;刘盈;金鑫;陈付龙;赵传信
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,29.Location Privacy-Preserving Method Based on Degree of Semantic Distribution Similarity,类型：会议论文,作者：Liu Rui;Zuo Kaizhong;Wang Yonglu;Zhao Jun
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,30.An optimized clustering method with improved cluster center for social network based on gravitational search algorithm,类型：会议论文,作者：Sun Liping;Tao Tao;Chen Fulong;Luo Yonglong
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,31.Local keypoint-based Faster R-CNN,类型：期刊论文,作者：Xintao Ding;Qingde Li;Yongqiang Cheng;Jinbao Wang;Weixin Bian;Biao Jie
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,32.基于插值点的匿名隐私保护方法,类型：专利,作者：汪小寒;张泽培;何增宇;王涛春;孙丽萍;郑孝遥;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,33.基于区域划分的轨迹隐私保护方法,类型：期刊论文,作者：郭良敏;王安鑫;郑孝遥
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,34.Reversible data hiding based on reducing invalid shifting of pixels in histogram shifting,类型：期刊论文,作者：Jia Yujie;Yin Zhaoxia;Zhang Xinpeng;Luo Yonglong
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,35.连续查询语义位置隐私保护方法及系统、连续查询系统,类型：专利,作者：左开中;王永录;刘蕊;丁新涛;罗永龙
基于位置服务的地理社交网络模型构建及隐私保护方法研究,罗永龙,安徽师范大学,36.传感器网络中基于路线的隐私保护数据聚集算法,类型：期刊论文,作者：王涛春;秦小麟;张吉;丁有伟;陈付龙;罗永龙
