标题,g_li1,g_cont_left,g_cont_left4,g_cont_left5
"
							1543.包装瓶（冰咖啡450ml）",外观设计 ,申请(专利权)人： 统一企业(中国)投资有限公司 ,分类号： 09-01(10) ,简要说明：1．本外观设计产品的名称：包装瓶（冰咖啡450ml）。2．本外观设计产品的用途：本外观设计产品用于盛装产品。3．本外观设计产品的设计要点：产品形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1544.饮料瓶（350ml圆瓶）",外观设计 ,申请(专利权)人： 蒲满江 ,分类号： 09-01(11) ,简要说明：1.本外观设计产品的名称：饮料瓶(350ml圆瓶)。2.本外观设计产品的用途：本外观设计产品主要用于盛装液体。3.本外观设计产品的设计要点在于产品的形状。4.本外观设计产品最能表明设计要点的视图是：立体图。5.本外观设计产品左视图与右视图无设计要点，故省略左视图与右视图。
"
							1545.食品包装用袋",外观设计 ,申请(专利权)人： CJ第一制糖株式会社 ,分类号： 09-03(10) ,简要说明：1．本外观设计产品的名称：食品包装用袋。2．本外观设计产品的用途：食品包装用袋。3．本外观设计产品的设计要点：图中所示产品的形状、图案、色彩及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。5．请求保护的外观设计包含色彩。
"
							1546.汽车胎压传感器（轻量化C款气门嘴组合）",外观设计 ,申请(专利权)人： 上海为彪汽配制造有限公司 ,分类号： 10-05(10) ,简要说明：1．本外观设计产品的名称：汽车胎压传感器（轻量化C款气门嘴组合）。2．本外观设计产品的用途：本外观设计产品用于汽车胎压监测。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：设计1立体图。5.指定基本设计：设计1为基本设计。
"
							1547.自行车助力器",外观设计 ,申请(专利权)人： 田永志 ,分类号： 12-11(11) ,简要说明：1．本外观设计产品的名称：自行车助力器。2．本外观设计产品的用途：本外观设计产品用于自行车等车辆的加速。3．本外观设计产品的设计要点：该产品的设计要点在于产品的外部形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1548.摩托车液压制动泵",外观设计 ,申请(专利权)人： 瑞安市超美汽摩配有限公司 ,分类号： 12-11(11) ,简要说明：1．本外观设计产品的名称：摩托车液压制动泵。2．本外观设计产品的用途：本外观设计产品用于摩托车制动部件。3．本外观设计产品的设计要点：产品的整体外观形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1549.轮胎",外观设计 ,申请(专利权)人： 好孩子儿童用品有限公司 ,分类号： 12-15(10) ,简要说明：1．本外观设计产品的名称：轮胎；2．本外观设计产品的用途：本外观设计产品用于儿童自行车的组件；3．本外观设计产品的设计要点：整体形状；4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1550.轮胎",外观设计 ,申请(专利权)人： 固特异轮胎和橡胶公司 ,分类号： 12-15(11) ,简要说明：1．本外观设计产品的名称：轮胎。2．本外观设计产品的用途：本外观设计产品用于在机动车上使用。3．本外观设计产品的设计要点：如图所示的图案。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1551.轮毂（汽车用）",外观设计 ,申请(专利权)人： 本田技研工业株式会社 ,分类号： 12-16(10) ,简要说明：1．本外观设计产品的名称：轮毂（汽车用）。2．本外观设计产品的用途：本外观设计产品用于支撑轮胎。3．本外观设计产品的设计要点：整体形状。4．最能表明本外观设计设计要点的图片或照片：立体图1。
"
							1552.智能开关（三）",外观设计 ,申请(专利权)人： 北京小米移动软件有限公司 ,分类号： 13-03(10) ,简要说明：1.外观设计产品的名称：智能开关（三）；2.外观设计产品的用途：主要用于通过无线网络与智能设备进行通信，使智能设备可以进行远程控制开关的通断，也可手动拔动开关控制开关的通断；3.外观设计的设计要点：产品的形状；4.该外观设计产品最能表明设计要点的是：立体图1。
"
							1553.带图形用户界面的显示器",外观设计 ,申请(专利权)人： 秦一男 ,分类号： 14-02(10);14-04(10) ,简要说明：1.产品名称：带图形用户界面的显示器。2.产品用途：用于运行程序进行自然语言句法结构解析人机交互。3.设计要点：在于显示器显示的图形用户界面内容。4.界面用途：进行自然语言句法结构解析结果的人机交互；主视图界面提交按钮为句法结构解析控件；文本框为文本输入控件；输出部分为所输入语句的分层展开，显示了自然语言的句法结构解析结果；所述的语句分层结构，第1层结构是原句的核心句，第2层结构是原句所包含的从句、分句、长难动词结构等复合结构，其余各层结构依次类推。下一层结构，都是附属于其上一层结构的某个语言成分的展开。所述的语句分层结构，每一个层次结构所辖的成分都是从上至下竖向展开，与所输入语句的书写顺序对应相同。无论所输入语句的结构怎样复杂，都可以按照本设计的方案，循环递推地表达出来。设计1至设计10，采用如下方法表达：所输入语句的第1层次结构，在输出部分的最左端展开，第1层次结构留出足以展开第2层至最后一层的全体层次结构的空间；第2层次结构，在第1层次结构留出的空间所对应的右侧位置展开，并且留出足以展开后面的全体层次结构的空间；下一个层次结构，都在上一个层次结构留出的空间所对应的右侧位置展开，并且留出足以展开后面的全体层次结构的空间，每个层次结构依次类推。可以将每一个层次结构的顺序号标在该层所属的单词或成分或标识线旁边；可以在上一个层次结构留出的空间里标出下一层从属结构的类型和顺序号；不同的层次结构之间，可以使用单侧大括号、箭头括号等记号加以引导；相同的层次结构，可以使用单侧中括号、小括号等记号加以限制。如果下一个层次结构与上一个层次结构中的某个语言要素之间存在对应说明关系，那么在这两者之间可以使用箭头线加以连接。5.设计1‑设计10的界面视图为输入不同的自然语言后，提交句法解析后，句法结构解析结果显示视图。6.设计1主视图用于出版专利公报。7.外观设计为相似外观设计，包括10项设计，其中设计1为基本设计。
"
							1554.带图形用户界面的手机（GUI界面2）",外观设计 ,申请(专利权)人： 上海了物网络科技有限公司 ,分类号： 14-03(10);14-04(10) ,简要说明：1、外观设计名称：带图形用户界面的手机（GUI界面2）。2、产品用途：用于运行程序及进行各种数据统计。3、设计要点：在于手机显示的图形用户界面的内容。4、指定图：主视图。5、本外观设计产品的界面用途：当在主视图所显示的图形用户界面时，点击库存统计图标时显示界面状态变化图1所显示的图形用户界面；当点击用户统计图标时，显示界面状态变化图2所显示的图形用户界面。
"
							1555.带图形用户界面的手机（GUI界面3）",外观设计 ,申请(专利权)人： 上海了物网络科技有限公司 ,分类号： 14-03(10);14-04(10) ,简要说明：1、外观设计名称：带图形用户界面的手机（GUI界面3）。2、产品用途：用于运行程序及了解用户使用计划。3、设计要点：在于手机显示的图形用户界面的内容。4、指定图：主视图。5、本外观设计产品的界面用途：当点击主视图所显示的图形用户界面中的我吃完了图标时，显示界面状态变化图1所显示的图形用户界面；当界面状态变化图1所显示的图形用户界面中的查看排行榜时，显示界面状态变化图2所显示的图形用户界面。
"
							1556.照明板",外观设计 ,申请(专利权)人： 宝马格有限公司 ,分类号： 15-04(11) ,简要说明：1．本外观设计产品的名称：照明板。2．本外观设计产品的用途：用于建筑机械。3．本外观设计的设计要点：产品的形状。4．最能表明设计要点的图片或者照片：立体图1。
"
							1557.纺织机械",外观设计 ,申请(专利权)人： 史陶比尔里昂公司 ,分类号： 15-06(11) ,简要说明：1．本外观设计产品的名称：纺织机械。2．本外观设计产品的用途：本外观设计产品用于纺织。3．本外观设计产品的设计要点：外观设计产品的形状。4．最能表明本外观设计设计要点的图片或照片：设计1立体图1。5．省略视图：设计1和设计2的产品的底部不常见，故省略设计1‑2的仰视图。6．指定基本设计：设计1。
